,movieId,Title,Year,Rated,Genre,imdbRating,imdbVotes,Language,Country,Plot,Runtime
608,643,Swingers,1996,R,"Comedy, Drama",7.2,89068,English,United States,"A wannabe actor has a hard time moving on from a break-up, but he is lucky to have supportive friends.",96 min
609,644,Sleepers,1996,R,"Crime, Drama, Thriller",7.5,240257,English,United States,"After a prank goes disastrously wrong, a group of boys are sent to a detention center where they are brutalized. Thirteen years later, an unexpected random encounter with a former guard gives them a chance for revenge.",147 min
610,645,Aladdin and the King of Thieves,1996,Not Rated,"Animation, Adventure, Comedy, Family, Fantasy, Musical, Romance",6.4,33562,English,United States,"The King of Thieves disrupts Aladdin and Jasmine's long-anticipated wedding, looking for an oracle that will lead him to an even bigger treasure. His true identity causes trouble for Aladdin.",81 min
611,646,Shall We Dance,1937,Approved,"Comedy, Musical, Romance",7.4,7927,"English, French",United States,"A ballet dancer and a showgirl fake a marriage for publicity purposes, then fall in love.",109 min
612,647,Willy Wonka & the Chocolate Factory,1971,G,"Adventure, Comedy, Family",7.8,231507,"English, French, German, Italian","United Kingdom, United States",A poor but hopeful boy seeks one of the five coveted golden tickets that will send him on a tour of Willy Wonka's mysterious chocolate factory.,100 min
613,648,The Innocents,1961,Approved,Horror,7.7,33448,English,United Kingdom,A young governess for two children becomes convinced that the house and grounds are haunted.,100 min
614,649,Sleeper,1973,PG,"Comedy, Sci-Fi",7.1,44977,"English, Yiddish",United States,A nerdish store owner is revived out of cryostasis into a future world to fight an oppressive government.,89 min
615,650,Bananas,1971,PG-13,Comedy,6.9,38044,"English, Spanish, Yiddish, Italian",United States,"When a bumbling New Yorker is dumped by his activist girlfriend, he travels to a tiny Latin American nation and becomes involved in its latest rebellion.",82 min
616,651,A Fish Called Wanda,1988,R,"Comedy, Crime",7.5,156031,"English, Italian, Russian, French","United Kingdom, United States","In London, four very different people team up on a jewel heist, then try to double-cross one another for the loot, complicated by their efforts to fool the very proper barrister Archibald Leach.",108 min
617,652,Monty Python's Life of Brian,1979,R,Comedy,8,424521,"English, Latin",United Kingdom,"Born on the original Christmas in the stable next door to Jesus Christ, Brian of Nazareth spends his life being mistaken for a messiah.",94 min
618,653,Victor/Victoria,1982,PG,"Comedy, Music, Romance",7.6,24065,"English, French","United Kingdom, United States","A struggling female soprano in 1934 Paris finally finds work after posing as a female impersonator, but it complicates her personal life when a visiting Chicago gangster finds himself inexplicably attracted to the seemingly male p...",134 min
619,654,The Candidate,1972,PG,"Comedy, Drama",7,12067,"English, Spanish",United States,"Bill McKay is a candidate for the U.S. Senate from California. He has no hope of winning, so he is willing to tweak the establishment.",110 min
620,655,The Great Race,1965,Approved,"Action, Adventure, Comedy",7.2,20182,"English, Russian, Latin",United States,"In the early 20th century, heroic Leslie Gallant and his despicable rival Professor Fate engage in an epic automobile race from New York to Paris while enthusiastic suffragette Maggie Dubois enters the race to report on every step...",160 min
621,656,The Old Man and the Sea,1958,Not Rated,"Adventure, Drama",6.9,8737,English,United States,An old Cuban fisherman's dry spell is broken when he hooks a gigantic fish that drags him out to sea.,86 min
622,657,Dial M for Murder,1954,PG,"Crime, Thriller",8.2,191949,English,United States,A former tennis star arranges the murder of his adulterous wife.,105 min
623,658,Dirty Dancing,1987,PG-13,"Drama, Music, Romance",7.1,261963,English,United States,"Spending the summer at a Catskills resort with her family, Frances ""Baby"" Houseman falls in love with the camp's dance instructor, Johnny Castle.",100 min
624,659,Reservoir Dogs,1992,R,"Crime, Thriller",8.3,1100907,English,United States,"When a simple jewelry heist goes horribly wrong, the surviving criminals begin to suspect that one of them is a police informant.",99 min
625,660,Platoon,1986,R,"Drama, War",8.1,445171,"English, Vietnamese","United States, United Kingdom","Chris Taylor, a neophyte recruit in Vietnam, finds himself caught in a battle of wills between two sergeants, one good and the other evil. A shrewd examination of the brutality of war and the duality of man in conflict.",120 min
626,661,Weekend at Bernie's,1989,PG-13,"Adventure, Comedy, Crime",6.4,64272,English,United States,"Two idiots try to pretend that their murdered employer is really alive, leading the hitman to attempt to track him down to finish him off.",97 min
627,662,Basic Instinct,1992,R,"Drama, Mystery, Thriller",7.1,222273,English,"France, United States",A violent police detective investigates a brutal murder that might involve a manipulative and seductive novelist.,127 min
628,663,The Doors,1991,R,"Biography, Drama, Music",7.2,100306,English,"France, United States","The story of the famous and influential 1960s rock band The Doors and its lead singer and composer, Jim Morrison, from his days as a UCLA film student in Los Angeles, to his untimely death in Paris, France at age 27 in 1971.",140 min
629,664,The Crying Game,1992,R,"Crime, Drama, Romance",7.2,60543,English,"United Kingdom, Japan","A British soldier kidnapped by the IRA soon befriends one of his captors, who then becomes drawn into the soldier's world.",112 min
630,665,Glengarry Glen Ross,1992,R,"Crime, Drama, Mystery",7.7,118590,English,United States,An examination of the machinations behind the scenes at a real estate office.,100 min
631,666,Sophie's Choice,1982,R,"Drama, Romance",7.5,53441,"English, Polish, German, French, Russian",United Kingdom,"Sophie is the survivor of Nazi concentration camps, who has found a reason to live with Nathan, a sparkling if unsteady American Jew obsessed with the Holocaust.",150 min
632,667,E.T. the Extra-Terrestrial,1982,PG,"Adventure, Family, Sci-Fi",7.9,444001,English,United States,A troubled child summons the courage to help a friendly alien escape from Earth and return to his home planet.,115 min
633,4228,A Christmas Carol,2009,PG,"Animation, Adventure, Comedy",6.8,130990,English,United States,"Ebenezer Scrooge, a miserly old moneylender is visited by three Christmas spirits on Christmas Eve. Scrooge embarks on a journey of self-redemption to mend his miserly ways",96 min
634,669,Days of Thunder,1990,PG-13,"Action, Drama, Sport",6.1,97592,"English, French",United States,A young hot-shot stock car driver gets his chance to compete at the top level.,107 min
635,670,Top Gun,1986,PG,"Action, Drama",6.9,511636,English,United States,"The Top Gun Naval Fighter Weapons School is where the best of the best train to refine their elite flying skills. When hotshot fighter pilot Maverick is sent to the school, his reckless attitude and cocky demeanor put him at odds ...",109 min
636,671,Rebel Without a Cause,1955,PG-13,Drama,7.6,98875,English,United States,"A rebellious young man with a troubled past comes to a new town, finding friends and enemies.",111 min
637,672,A Streetcar Named Desire,1951,Approved,Drama,7.9,115277,"English, Spanish",United States,Disturbed Blanche DuBois moves in with her sister in New Orleans and is tormented by her brutish brother-in-law while her reality crumbles around her.,122 min
638,673,Loser,1991,R,Comedy,7.4,21,English,United States,A dark comedy about the wild night Hank has when he discovers that he has won a $200 million lottery jackpot.,84 min
639,674,Drunks,1995,R,Drama,6.4,1168,English,United States,The lives of Jim and other alcoholics in and outside an AA meeting.,90 min
640,675,A Perfect Candidate,1996,R,Documentary,7.3,290,English,United States,"The filmmakers follow Oliver North's unsuccessful 1994 bid for a Virginia Senate seat, focusing on North's campaign strategist, Mark Goodin, and a Washington Post reporter. Mudslinging ensues.",105 min
641,676,On Golden Pond,1981,PG,Drama,7.6,35354,English,United States,"Norman is a curmudgeon with an estranged relationship with his daughter Chelsea. At Golden Pond, he and his wife nevertheless agree to care for Billy, the son of Chelsea's new boyfriend, and a most unexpected relationship blooms.",109 min
642,677,The Return of the Pink Panther,1975,G,"Comedy, Crime, Mystery",7,30022,English,"United Kingdom, United States","Inspector Jacques Clouseau is put on the case when the Pink Panther diamond is stolen, with the Phantom's trademark glove the only clue.",113 min
643,678,Drop Dead Fred,1991,PG-13,"Comedy, Drama, Fantasy",5.9,32033,English,"United Kingdom, United States",A young woman finds her already unstable life rocked by the presence of a rambunctious imaginary friend from childhood.,103 min
644,679,The Abyss,1989,PG-13,"Adventure, Drama, Mystery",7.5,196905,English,United States,A civilian diving team is enlisted to search for a lost nuclear submarine and faces danger while encountering an alien aquatic species.,140 min
645,680,The Fog,1980,R,"Horror, Thriller",6.8,84467,English,United States,An unearthly fog rolls into a small coastal town exactly 100 years after a ship mysteriously sank in its waters.,89 min
646,681,Escape from New York,1981,R,"Action, Adventure, Sci-Fi",7.1,160971,English,"United Kingdom, United States","In 1997, when the U.S. president crashes into Manhattan, now a giant maximum security prison, a convicted bank robber is sent in to rescue him.",99 min
